bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
05,05916,4,1,0,4,11,52,2022-05-08 10:19:55+00:00,52,11
05,05954,8,1,1,6,42,84,2022-05-08 10:19:55+00:00,49,34
05,05958,9,4,1,8,27,55,2022-05-08 10:19:55+00:00,52,24
05,05962,10,7,2,8,18,83,2022-05-08 10:19:55+00:00,81,12
05,05966,3,2,0,3,12,14,2022-05-08 10:19:55+00:00,14,12
05,05970,5,6,5,5,8,95,2022-05-08 10:19:55+00:00,95,8
05,05974,9,3,2,7,14,69,2022-05-08 10:19:55+00:00,62,7
05,05978,8,11,1,8,6,97,2022-05-08 10:19:55+00:00,97,6
06,06411,7,4,0,4,26,77,2022-05-08 10:19:55+00:00,53,5
06,06412,17,17,4,12,27,256,2022-05-08 10:19:55+00:00,230,26
06,06413,4,3,1,2,10,96,2022-05-08 10:19:55+00:00,84,8
06,06414,6,3,3,4,8,77,2022-05-08 10:19:55+00:00,70,7
06,06431,5,1,0,5,11,30,2022-05-08 10:19:55+00:00,30,11
06,06432,2,7,4,2,1,19,2022-05-08 10:19:55+00:00,19,1
06,06433,2,0,0,2,2,21,2022-05-08 10:19:55+00:00,21,2
06,06434,2,2,0,2,2,18,2022-05-08 10:19:55+00:00,18,2
06,06435,7,3,1,4,12,69,2022-05-08 10:19:55+00:00,62,6
06,06436,2,1,0,2,1,26,2022-05-08 10:19:55+00:00,26,1
06,06437,2,11,2,2,5,121,2022-05-08 10:19:55+00:00,121,5
06,06438,2,2,1,2,6,17,2022-05-08 10:19:55+00:00,17,6
06,06439,2,2,0,2,4,10,2022-05-08 10:19:55+00:00,10,4
06,06440,5,5,4,5,5,58,2022-05-08 10:19:55+00:00,58,5
06,06531,6,12,3,4,28,189,2022-05-08 10:19:55+00:00,169,26
06,06532,2,2,0,2,3,43,2022-05-08 10:19:55+00:00,43,3
06,06533,3,1,1,3,9,40,2022-05-08 10:19:55+00:00,40,9
06,06534,3,4,2,3,7,123,2022-05-08 10:19:55+00:00,123,7
06,06535,4,0,0,4,7,16,2022-05-08 10:19:55+00:00,16,7
06,06611,6,4,2,6,26,117,2022-05-08 10:19:55+00:00,117,26
06,06631,5,1,0,3,19,73,2022-05-08 10:19:55+00:00,66,15
06,06632,4,1,1,3,18,40,2022-05-08 10:19:55+00:00,38,13
06,06633,4,0,0,4,4,25,2022-05-08 10:19:55+00:00,25,4
06,06634,3,0,0,3,7,19,2022-05-08 10:19:55+00:00,19,7
06,06635,6,0,0,6,10,69,2022-05-08 10:19:55+00:00,69,10
06,06636,3,1,0,3,12,17,2022-05-08 10:19:55+00:00,17,12
07,07111,6,3,2,4,26,84,2022-05-08 10:19:55+00:00,76,16
07,07131,2,1,1,2,2,14,2022-05-08 10:19:55+00:00,14,2
07,07132,2,1,0,2,7,7,2022-05-08 10:19:55+00:00,7,7
07,07133,6,0,0,4,12,34,2022-05-08 10:19:55+00:00,27,5
07,07134,2,0,0,2,6,14,2022-05-08 10:19:55+00:00,14,6
07,07135,2,2,0,2,9,4,2022-05-08 10:19:55+00:00,4,9
07,07137,3,2,0,3,11,27,2022-05-08 10:19:55+00:00,27,11
07,07138,8,1,0,5,16,55,2022-05-08 10:19:55+00:00,42,12
07,07140,2,1,0,2,4,10,2022-05-08 10:19:55+00:00,10,4
07,07141,5,1,1,5,7,27,2022-05-08 10:19:55+00:00,27,7
07,07143,4,1,0,4,7,17,2022-05-08 10:19:55+00:00,17,7
07,07211,5,0,0,2,5,75,2022-05-08 10:19:55+00:00,65,3
07,07231,2,1,0,2,3,18,2022-05-08 10:19:55+00:00,18,3
07,07232,2,2,1,2,5,9,2022-05-08 10:19:55+00:00,9,5
07,07233,2,2,1,2,0,13,2022-05-08 10:19:55+00:00,13,0
07,07235,2,1,0,2,3,8,2022-05-08 10:19:55+00:00,8,3
07,07311,1,0,0,1,4,9,2022-05-08 10:19:55+00:00,9,4
07,07312,3,1,0,1,14,92,2022-05-08 10:19:55+00:00,86,7
07,07313,3,0,0,2,13,8,2022-05-08 10:19:55+00:00,8,8
07,07314,6,4,0,4,20,83,2022-05-08 10:19:55+00:00,75,12
07,07315,3,3,0,2,6,99,2022-05-08 10:19:55+00:00,85,3
07,07316,1,0,0,1,5,12,2022-05-08 10:19:55+00:00,12,5
07,07317,2,1,0,1,6,10,2022-05-08 10:19:55+00:00,10,2
07,07318,3,1,0,2,2,24,2022-05-08 10:19:55+00:00,23,2
07,07319,3,2,1,1,4,48,2022-05-08 10:19:55+00:00,28,2
07,07320,1,0,0,1,2,7,2022-05-08 10:19:55+00:00,7,2
07,07331,1,0,0,1,1,5,2022-05-08 10:19:55+00:00,5,1
07,07332,2,3,0,2,7,8,2022-05-08 10:19:55+00:00,8,7
07,07333,2,1,0,2,2,10,2022-05-08 10:19:55+00:00,10,2
07,07334,2,0,0,2,12,12,2022-05-08 10:19:55+00:00,12,12
07,07335,1,0,0,1,4,6,2022-05-08 10:19:55+00:00,6,4
07,07336,1,0,0,1,0,16,2022-05-08 10:19:55+00:00,16,0
07,07337,2,0,0,2,1,11,2022-05-08 10:19:55+00:00,11,1
07,07339,1,1,0,1,0,10,2022-05-08 10:19:55+00:00,10,0
07,07340,1,0,0,1,5,2,2022-05-08 10:19:55+00:00,2,5
08,08111,12,10,7,10,42,202,2022-05-08 10:19:55+00:00,184,38
08,08115,6,0,0,4,7,40,2022-05-08 10:19:55+00:00,30,5
08,08116,8,7,4,4,15,70,2022-05-08 10:19:55+00:00,61,8
08,08117,4,0,0,2,15,25,2022-05-08 10:19:55+00:00,22,6
08,08118,5,12,5,4,7,75,2022-05-08 10:19:55+00:00,74,6
08,08119,4,1,1,2,17,45,2022-05-08 10:19:55+00:00,38,11
08,08121,3,3,1,1,22,32,2022-05-08 10:19:55+00:00,21,19
08,08125,2,1,1,2,3,44,2022-05-08 10:19:55+00:00,44,3
08,08126,1,2,2,1,1,6,2022-05-08 10:19:55+00:00,6,1
08,08127,4,1,1,2,15,35,2022-05-08 10:19:55+00:00,31,11
08,08128,4,1,0,3,20,34,2022-05-08 10:19:55+00:00,28,10
08,08135,2,0,0,1,6,16,2022-05-08 10:19:55+00:00,16,0
08,08136,8,4,1,4,10,59,2022-05-08 10:19:55+00:00,45,6
08,08211,3,0,0,1,3,17,2022-05-08 10:19:55+00:00,8,2
08,08212,6,4,1,4,12,94,2022-05-08 10:19:55+00:00,85,9
08,08215,3,3,0,3,12,33,2022-05-08 10:19:55+00:00,33,12
08,08216,1,1,0,1,2,10,2022-05-08 10:19:55+00:00,10,2
08,08221,8,5,3,6,26,215,2022-05-08 10:19:55+00:00,186,19
08,08222,6,6,4,3,16,88,2022-05-08 10:19:55+00:00,73,8
08,08225,3,2,1,3,9,12,2022-05-08 10:19:55+00:00,12,9
08,08226,4,2,0,4,13,27,2022-05-08 10:19:55+00:00,27,13
08,08231,4,0,0,2,17,33,2022-05-08 10:19:55+00:00,22,16
08,08235,3,0,0,3,5,17,2022-05-08 10:19:55+00:00,17,5
08,08236,2,1,1,2,0,12,2022-05-08 10:19:55+00:00,12,0
08,08237,1,0,0,1,0,10,2022-05-08 10:19:55+00:00,10,0
08,08311,7,13,6,4,46,156,2022-05-08 10:19:55+00:00,126,40
08,08315,3,1,0,3,3,26,2022-05-08 10:19:55+00:00,26,3
08,08316,4,5,2,4,6,93,2022-05-08 10:19:55+00:00,93,6
08,08317,8,2,0,6,14,72,2022-05-08 10:19:55+00:00,60,11
08,08325,2,1,1,2,0,10,2022-05-08 10:19:55+00:00,10,0
08,08326,6,2,0,2,15,41,2022-05-08 10:19:55+00:00,33,13
08,08327,1,1,1,1,4,6,2022-05-08 10:19:55+00:00,6,4
08,08335,10,0,0,6,20,64,2022-05-08 10:19:55+00:00,48,17
08,08336,2,0,0,2,9,23,2022-05-08 10:19:55+00:00,13,6
08,08337,1,1,1,1,5,5,2022-05-08 10:19:55+00:00,5,5
08,08415,3,1,1,1,16,22,2022-05-08 10:19:55+00:00,12,2
08,08416,5,6,2,2,5,85,2022-05-08 10:19:55+00:00,58,4
08,08417,2,2,1,2,3,21,2022-05-08 10:19:55+00:00,21,3
08,08421,5,4,2,4,12,120,2022-05-08 10:19:55+00:00,100,10
08,08425,2,1,1,2,4,12,2022-05-08 10:19:55+00:00,12,4
08,08426,1,3,2,1,6,10,2022-05-08 10:19:55+00:00,10,6
08,08435,5,2,0,3,18,36,2022-05-08 10:19:55+00:00,31,18
08,08436,6,6,2,4,11,51,2022-05-08 10:19:55+00:00,46,4
08,08437,2,0,0,2,5,7,2022-05-08 10:19:55+00:00,7,5
09,09161,1,4,2,1,7,41,2022-05-08 10:19:55+00:00,41,7
09,09162,35,28,11,24,49,469,2022-05-08 10:19:55+00:00,397,40
09,09163,3,1,0,1,7,33,2022-05-08 10:19:55+00:00,26,0
09,09171,3,2,1,2,1,24,2022-05-08 10:19:55+00:00,17,1
09,09172,3,3,0,3,4,15,2022-05-08 10:19:55+00:00,15,4
09,09173,2,1,1,2,3,23,2022-05-08 10:19:55+00:00,23,3
09,09174,1,2,1,1,0,31,2022-05-08 10:19:55+00:00,31,0
09,09175,1,2,0,1,3,15,2022-05-08 10:19:55+00:00,15,3
09,09176,3,2,1,3,4,44,2022-05-08 10:19:55+00:00,44,4
09,09177,1,3,0,1,0,19,2022-05-08 10:19:55+00:00,19,0
09,09178,1,1,0,1,0,12,2022-05-08 10:19:55+00:00,12,0
09,09179,1,1,0,1,0,10,2022-05-08 10:19:55+00:00,10,0
09,09180,4,0,0,2,13,48,2022-05-08 10:19:55+00:00,47,7
09,09181,2,2,0,1,2,12,2022-05-08 10:19:55+00:00,11,0
09,09182,1,1,0,1,9,17,2022-05-08 10:19:55+00:00,17,9
09,09183,1,1,0,1,5,7,2022-05-08 10:19:55+00:00,7,5
09,09184,2,0,0,2,0,7,2022-05-08 10:19:55+00:00,7,0
09,09185,4,1,0,2,12,22,2022-05-08 10:19:55+00:00,11,3
09,09186,1,0,0,1,2,6,2022-05-08 10:19:55+00:00,6,2
09,09187,5,6,5,5,12,57,2022-05-08 10:19:55+00:00,57,12
09,09188,6,4,3,5,9,39,2022-05-08 10:19:55+00:00,33,7
09,09189,3,1,0,2,12,41,2022-05-08 10:19:55+00:00,34,6
09,09190,3,1,1,3,6,17,2022-05-08 10:19:55+00:00,17,6
09,09261,5,1,1,3,7,41,2022-05-08 10:19:55+00:00,26,2
09,09262,4,4,1,2,13,33,2022-05-08 10:19:55+00:00,25,7
09,09263,1,0,0,1,9,18,2022-05-08 10:19:55+00:00,18,9
09,09271,2,1,0,2,1,28,2022-05-08 10:19:55+00:00,28,1
09,09272,2,1,0,2,3,16,2022-05-08 10:19:55+00:00,16,3
09,09273,3,3,2,3,2,10,2022-05-08 10:19:55+00:00,10,2
09,09274,1,0,0,1,2,2,2022-05-08 10:19:55+00:00,2,2
09,09275,2,0,0,2,7,18,2022-05-08 10:19:55+00:00,18,7
09,09276,2,1,0,2,6,7,2022-05-08 10:19:55+00:00,7,6
09,09277,2,0,0,2,4,12,2022-05-08 10:19:55+00:00,12,4
09,09278,2,1,0,2,9,4,2022-05-08 10:19:55+00:00,4,9
09,09279,2,0,0,2,0,13,2022-05-08 10:19:55+00:00,13,0
09,09361,3,0,0,1,11,29,2022-05-08 10:19:55+00:00,24,5
09,09362,7,9,6,4,32,170,2022-05-08 10:19:55+00:00,153,21
09,09363,3,4,1,1,9,45,2022-05-08 10:19:55+00:00,39,5
09,09371,1,0,0,1,8,2,2022-05-08 10:19:55+00:00,2,8
09,09372,1,0,0,1,4,5,2022-05-08 10:19:55+00:00,5,4
09,09373,1,1,1,1,9,11,2022-05-08 10:19:55+00:00,11,9
09,09375,2,4,2,2,0,12,2022-05-08 10:19:55+00:00,12,0
09,09376,3,2,1,3,5,16,2022-05-08 10:19:55+00:00,16,5
09,09377,2,0,0,2,4,10,2022-05-08 10:19:55+00:00,10,4
09,09461,4,2,2,1,9,37,2022-05-08 10:19:55+00:00,24,2
09,09462,7,8,2,2,4,53,2022-05-08 10:19:55+00:00,46,3
09,09463,3,1,0,1,11,32,2022-05-08 10:19:55+00:00,26,8
09,09464,3,5,3,1,2,26,2022-05-08 10:19:55+00:00,22,0
09,09471,2,1,0,2,10,6,2022-05-08 10:19:55+00:00,6,10
09,09472,1,0,0,1,3,4,2022-05-08 10:19:55+00:00,4,3
09,09474,2,3,3,2,3,11,2022-05-08 10:19:55+00:00,11,3
09,09475,2,1,0,2,6,11,2022-05-08 10:19:55+00:00,11,6
09,09476,1,1,1,1,1,14,2022-05-08 10:19:55+00:00,14,1
09,09477,1,3,3,1,2,23,2022-05-08 10:19:55+00:00,23,2
09,09478,3,0,0,3,5,30,2022-05-08 10:19:55+00:00,30,5
09,09479,2,1,1,2,10,8,2022-05-08 10:19:55+00:00,8,10
09,09561,2,1,0,2,7,16,2022-05-08 10:19:55+00:00,16,7
09,09562,5,6,2,3,16,98,2022-05-08 10:19:55+00:00,84,7
09,09563,3,0,0,1,10,33,2022-05-08 10:19:55+00:00,31,3
09,09564,12,8,2,6,51,147,2022-05-08 10:19:55+00:00,122,36
09,09565,1,0,0,1,3,2,2022-05-08 10:19:55+00:00,2,3
09,09571,3,1,0,3,5,19,2022-05-08 10:19:55+00:00,19,5
09,09572,1,0,0,1,1,3,2022-05-08 10:19:55+00:00,3,1
09,09574,3,3,1,3,6,14,2022-05-08 10:19:55+00:00,14,6
09,09575,2,0,0,2,2,29,2022-05-08 10:19:55+00:00,29,2
09,09576,1,0,0,1,3,3,2022-05-08 10:19:55+00:00,3,3
09,09577,2,1,0,2,3,13,2022-05-08 10:19:55+00:00,13,3
09,09661,3,3,0,1,1,56,2022-05-08 10:19:55+00:00,41,1
09,09662,4,3,1,2,8,62,2022-05-08 10:19:55+00:00,49,5
09,09663,5,2,0,3,31,93,2022-05-08 10:19:55+00:00,91,29
09,09671,1,1,0,1,2,8,2022-05-08 10:19:55+00:00,8,2
09,09672,4,2,2,4,5,30,2022-05-08 10:19:55+00:00,30,5
09,09673,1,11,3,1,17,125,2022-05-08 10:19:55+00:00,125,17
09,09674,2,0,0,2,2,7,2022-05-08 10:19:55+00:00,7,2
09,09675,1,1,0,1,0,6,2022-05-08 10:19:55+00:00,6,0
09,09676,1,0,0,1,0,8,2022-05-08 10:19:55+00:00,8,0
09,09677,1,1,0,1,1,5,2022-05-08 10:19:55+00:00,5,1
09,09678,2,0,0,2,3,3,2022-05-08 10:19:55+00:00,3,3
09,09679,1,0,0,1,2,8,2022-05-08 10:19:55+00:00,8,2
09,09761,6,10,2,3,16,117,2022-05-08 10:19:55+00:00,79,7
09,09762,1,2,1,1,2,12,2022-05-08 10:19:55+00:00,12,2
09,09763,3,2,0,1,10,34,2022-05-08 10:19:55+00:00,25,1
09,09764,3,1,0,1,3,27,2022-05-08 10:19:55+00:00,17,3
09,09771,2,0,0,2,1,14,2022-05-08 10:19:55+00:00,14,1
09,09772,2,0,0,2,0,12,2022-05-08 10:19:55+00:00,12,0
09,09773,2,3,0,2,5,9,2022-05-08 10:19:55+00:00,9,5
09,09774,4,1,0,4,11,36,2022-05-08 10:19:55+00:00,36,11
09,09775,2,0,0,2,5,15,2022-05-08 10:19:55+00:00,15,5
09,09776,2,1,0,2,4,8,2022-05-08 10:19:55+00:00,8,4
09,09777,3,2,1,3,1,14,2022-05-08 10:19:55+00:00,14,1
09,09778,2,1,1,2,5,9,2022-05-08 10:19:55+00:00,9,5
09,09779,3,2,1,3,3,22,2022-05-08 10:19:55+00:00,22,3
09,09780,2,2,1,2,2,12,2022-05-08 10:19:55+00:00,12,2
10,10041,9,18,2,7,37,122,2022-05-08 10:19:55+00:00,111,32
10,10042,1,0,0,1,4,8,2022-05-08 10:19:55+00:00,8,4
10,10043,4,1,0,2,15,24,2022-05-08 10:19:55+00:00,20,9
10,10044,4,2,0,3,8,47,2022-05-08 10:19:55+00:00,37,5
10,10045,4,6,3,2,32,141,2022-05-08 10:19:55+00:00,129,28
10,10046,1,1,0,1,3,11,2022-05-08 10:19:55+00:00,11,3
11,11000,68,46,29,41,176,889,2022-05-08 10:19:55+00:00,795,146
12,12051,4,3,1,3,10,55,2022-05-08 10:19:55+00:00,41,8
12,12052,3,3,0,2,27,58,2022-05-08 10:19:55+00:00,52,21
12,12053,1,1,1,1,1,11,2022-05-08 10:19:55+00:00,11,1
12,12054,6,1,0,4,23,45,2022-05-08 10:19:55+00:00,29,17
12,12060,2,1,0,2,1,60,2022-05-08 10:19:55+00:00,60,1
12,12061,5,2,1,5,12,22,2022-05-08 10:19:55+00:00,22,12
12,12062,3,0,0,3,6,12,2022-05-08 10:19:55+00:00,12,6
12,12063,4,0,0,2,6,15,2022-05-08 10:19:55+00:00,15,2
12,12064,3,3,1,3,7,16,2022-05-08 10:19:55+00:00,16,7
12,12065,5,2,1,5,15,24,2022-05-08 10:19:55+00:00,24,15
12,12066,1,1,1,1,2,15,2022-05-08 10:19:55+00:00,15,2
12,12067,3,0,0,3,23,37,2022-05-08 10:19:55+00:00,37,23
12,12068,3,1,0,3,7,37,2022-05-08 10:19:55+00:00,37,7
12,12069,3,5,1,3,8,56,2022-05-08 10:19:55+00:00,56,8
12,12070,2,0,0,2,6,8,2022-05-08 10:19:55+00:00,8,6
12,12071,3,2,0,3,13,7,2022-05-08 10:19:55+00:00,7,13
12,12072,2,0,0,2,3,11,2022-05-08 10:19:55+00:00,11,3
12,12073,4,1,0,4,9,23,2022-05-08 10:19:55+00:00,23,9
13,13003,4,6,3,2,20,83,2022-05-08 10:19:55+00:00,68,11
13,13004,3,2,2,1,19,53,2022-05-08 10:19:55+00:00,45,7
13,13071,7,2,0,5,18,61,2022-05-08 10:19:55+00:00,52,14
13,13072,7,0,0,5,32,39,2022-05-08 10:19:55+00:00,39,32
13,13073,4,3,1,4,21,36,2022-05-08 10:19:55+00:00,36,21
13,13074,2,0,0,2,9,8,2022-05-08 10:19:55+00:00,8,9
13,13075,9,7,3,7,32,142,2022-05-08 10:19:55+00:00,131,23
13,13076,7,3,1,7,16,102,2022-05-08 10:19:55+00:00,102,16
14,14511,7,16,10,3,19,144,2022-05-08 10:19:55+00:00,130,7
14,14521,7,5,3,6,39,55,2022-05-08 10:19:55+00:00,54,36
14,14522,5,1,1,5,11,42,2022-05-08 10:19:55+00:00,42,11
14,14523,6,2,0,5,18,45,2022-05-08 10:19:55+00:00,45,16
14,14524,6,3,1,5,21,74,2022-05-08 10:19:55+00:00,72,21
14,14612,17,13,5,6,47,229,2022-05-08 10:19:55+00:00,209,37
14,14625,7,2,1,6,16,45,2022-05-08 10:19:55+00:00,45,16
14,14626,7,0,0,6,22,42,2022-05-08 10:19:55+00:00,36,22
14,14627,5,4,1,5,9,55,2022-05-08 10:19:55+00:00,55,9
14,14628,6,16,0,6,14,56,2022-05-08 10:19:55+00:00,56,14
14,14713,11,23,8,6,61,256,2022-05-08 10:19:55+00:00,222,49
14,14729,4,3,0,3,26,29,2022-05-08 10:19:55+00:00,25,22
14,14730,8,1,1,8,24,32,2022-05-08 10:19:55+00:00,32,24
15,15001,3,2,2,1,7,31,2022-05-08 10:19:55+00:00,24,2
15,15002,10,4,2,5,42,223,2022-05-08 10:19:55+00:00,205,31
