bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
09,09563,2,0,0,2,11,35,2020-06-22 12:15:00
09,09564,7,1,1,5,106,138,2020-06-22 12:15:00
09,09571,2,0,0,2,4,13,2020-06-22 12:15:00
09,09572,1,0,0,1,0,6,2020-06-22 12:15:00
09,09574,3,0,0,3,7,17,2020-06-22 12:15:00
09,09575,3,0,0,2,21,50,2020-06-22 12:15:00
09,09576,1,0,0,1,5,6,2020-06-22 12:15:00
09,09577,2,0,0,2,8,8,2020-06-22 12:15:00
09,09661,2,0,0,1,9,44,2020-06-22 12:15:00
09,09662,2,0,0,2,5,46,2020-06-22 12:15:00
09,09663,3,1,1,3,49,100,2020-06-22 12:15:00
09,09671,1,0,0,1,4,4,2020-06-22 12:15:00
09,09672,4,1,1,4,11,45,2020-06-22 12:15:00
09,09673,1,0,0,1,33,128,2020-06-22 12:15:00
09,09674,2,0,0,2,9,7,2020-06-22 12:15:00
09,09675,1,0,0,1,7,7,2020-06-22 12:15:00
09,09676,1,0,0,1,3,11,2020-06-22 12:15:00
09,09678,2,0,0,2,2,5,2020-06-22 12:15:00
09,09679,1,0,0,1,2,10,2020-06-22 12:15:00
09,09761,4,0,0,3,53,102,2020-06-22 12:15:00
09,09762,1,0,0,1,13,8,2020-06-22 12:15:00
09,09763,1,0,0,1,11,20,2020-06-22 12:15:00
09,09764,1,0,0,1,11,33,2020-06-22 12:15:00
09,09771,2,0,0,2,12,14,2020-06-22 12:15:00
09,09772,2,0,0,2,8,9,2020-06-22 12:15:00
09,09773,2,0,0,2,7,17,2020-06-22 12:15:00
09,09774,4,0,0,4,29,42,2020-06-22 12:15:00
09,09775,2,1,0,2,12,13,2020-06-22 12:15:00
09,09776,2,0,0,2,9,7,2020-06-22 12:15:00
09,09777,2,0,0,2,9,12,2020-06-22 12:15:00
09,09778,2,0,0,2,9,13,2020-06-22 12:15:00
09,09779,3,0,0,3,19,16,2020-06-22 12:15:00
09,09780,2,0,0,2,8,14,2020-06-22 12:15:00
10,10041,7,1,1,7,106,128,2020-06-22 12:15:00
10,10042,2,1,1,2,19,6,2020-06-22 12:15:00
10,10043,3,0,0,3,21,28,2020-06-22 12:15:00
10,10044,4,0,0,3,29,42,2020-06-22 12:15:00
10,10045,2,4,1,2,118,154,2020-06-22 12:15:00
10,10046,1,0,0,1,8,8,2020-06-22 12:15:00
11,11000,61,46,35,42,364,1075,2020-06-22 12:15:00
12,12051,3,0,0,3,15,44,2020-06-22 12:15:00
12,12052,2,0,0,2,49,58,2020-06-22 12:15:00
12,12053,1,0,0,1,12,29,2020-06-22 12:15:00
12,12054,4,0,0,4,34,50,2020-06-22 12:15:00
12,12060,2,1,0,2,33,65,2020-06-22 12:15:00
12,12061,5,0,0,5,25,46,2020-06-22 12:15:00
12,12062,3,0,0,3,25,23,2020-06-22 12:15:00
12,12063,4,0,0,2,16,13,2020-06-22 12:15:00
12,12064,3,1,1,3,23,16,2020-06-22 12:15:00
12,12065,5,1,0,5,32,29,2020-06-22 12:15:00
12,12066,1,1,0,1,22,23,2020-06-22 12:15:00
12,12067,4,0,0,4,73,79,2020-06-22 12:15:00
12,12068,3,0,0,3,25,41,2020-06-22 12:15:00
12,12069,3,0,0,3,36,65,2020-06-22 12:15:00
12,12070,2,0,0,2,15,10,2020-06-22 12:15:00
12,12071,3,0,0,3,17,6,2020-06-22 12:15:00
12,12072,2,0,0,2,13,9,2020-06-22 12:15:00
12,12073,4,0,0,4,21,25,2020-06-22 12:15:00
13,13003,2,1,1,2,39,80,2020-06-22 12:15:00
13,13004,1,0,0,1,12,42,2020-06-22 12:15:00
13,13071,5,1,0,5,42,50,2020-06-22 12:15:00
13,13072,6,0,0,4,36,31,2020-06-22 12:15:00
13,13073,4,0,0,4,25,46,2020-06-22 12:15:00
13,13074,2,0,0,2,26,24,2020-06-22 12:15:00
13,13075,7,0,0,7,69,163,2020-06-22 12:15:00
13,13076,7,0,0,7,43,146,2020-06-22 12:15:00
14,14511,3,0,0,3,31,144,2020-06-22 12:15:00
14,14521,6,0,0,6,48,41,2020-06-22 12:15:00
14,14522,5,0,0,5,37,36,2020-06-22 12:15:00
14,14523,4,0,0,4,51,41,2020-06-22 12:15:00
14,14524,6,0,0,5,35,84,2020-06-22 12:15:00
14,14612,11,0,0,5,60,214,2020-06-22 12:15:00
14,14625,6,3,3,5,24,40,2020-06-22 12:15:00
14,14626,5,0,0,5,25,32,2020-06-22 12:15:00
14,14627,5,0,0,5,53,43,2020-06-22 12:15:00
14,14628,6,29,6,6,65,61,2020-06-22 12:15:00
14,14713,9,0,0,7,152,277,2020-06-22 12:15:00
14,14729,4,0,0,3,25,40,2020-06-22 12:15:00
14,14730,8,0,0,8,31,49,2020-06-22 12:15:00
15,15001,2,0,0,2,25,23,2020-06-22 12:15:00
15,15002,6,1,0,5,99,224,2020-06-22 12:15:00
15,15003,7,2,1,5,42,189,2020-06-22 12:15:00
15,15081,2,0,0,2,7,13,2020-06-22 12:15:00
15,15082,3,0,0,3,35,31,2020-06-22 12:15:00
15,15083,2,0,0,2,19,19,2020-06-22 12:15:00
15,15084,3,0,0,3,37,22,2020-06-22 12:15:00
15,15085,4,0,0,4,32,23,2020-06-22 12:15:00
15,15086,2,2,2,2,12,20,2020-06-22 12:15:00
15,15087,3,0,0,3,23,16,2020-06-22 12:15:00
15,15088,2,0,0,2,8,15,2020-06-22 12:15:00
15,15089,4,0,0,4,24,49,2020-06-22 12:15:00
15,15090,2,0,0,2,34,14,2020-06-22 12:15:00
15,15091,2,0,0,2,31,32,2020-06-22 12:15:00
16,16051,2,0,0,2,38,62,2020-06-22 12:15:00
16,16052,1,0,0,1,12,34,2020-06-22 12:15:00
16,16053,1,1,1,1,23,92,2020-06-22 12:15:00
16,16054,1,1,1,1,11,11,2020-06-22 12:15:00
16,16055,1,0,0,1,14,2,2020-06-22 12:15:00
16,16056,1,0,0,1,20,24,2020-06-22 12:15:00
16,16061,3,0,0,3,13,17,2020-06-22 12:15:00
16,16062,3,2,0,3,46,35,2020-06-22 12:15:00
16,16063,3,0,0,3,21,62,2020-06-22 12:15:00
16,16064,3,1,0,3,50,23,2020-06-22 12:15:00
16,16065,1,0,0,1,8,5,2020-06-22 12:15:00
16,16066,2,0,0,2,20,29,2020-06-22 12:15:00
16,16067,2,0,0,2,18,24,2020-06-22 12:15:00
16,16068,1,0,0,1,4,10,2020-06-22 12:15:00
16,16069,1,0,0,1,4,4,2020-06-22 12:15:00
16,16070,2,0,0,2,10,6,2020-06-22 12:15:00
16,16071,3,0,0,3,65,61,2020-06-22 12:15:00
16,16072,1,0,0,1,5,3,2020-06-22 12:15:00
16,16073,1,0,0,1,15,7,2020-06-22 12:15:00
16,16074,1,0,0,1,9,7,2020-06-22 12:15:00
16,16075,1,0,0,1,4,2,2020-06-22 12:15:00
16,16076,1,0,0,1,6,6,2020-06-22 12:15:00
16,16077,2,0,0,1,25,35,2020-06-22 12:15:00
