bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
03,03252,6,5,4,4,17,58,2021-12-25 12:15:00+01:00,55,15
03,03254,7,6,2,4,24,52,2021-12-25 12:15:00+01:00,47,18
03,03255,1,2,1,1,2,7,2021-12-25 12:15:00+01:00,7,2
03,03256,1,2,0,1,2,12,2021-12-25 12:15:00+01:00,12,2
03,03257,1,1,1,1,4,20,2021-12-25 12:15:00+01:00,20,4
03,03351,2,2,2,1,10,23,2021-12-25 12:15:00+01:00,17,6
03,03352,2,1,0,2,3,9,2021-12-25 12:15:00+01:00,9,3
03,03353,3,6,2,3,6,26,2021-12-25 12:15:00+01:00,26,6
03,03354,1,1,0,1,2,4,2021-12-25 12:15:00+01:00,4,2
03,03355,3,2,2,1,17,26,2021-12-25 12:15:00+01:00,15,11
03,03356,3,1,1,2,3,8,2021-12-25 12:15:00+01:00,8,3
03,03357,3,4,3,2,10,24,2021-12-25 12:15:00+01:00,24,6
03,03358,2,3,2,2,5,13,2021-12-25 12:15:00+01:00,13,5
03,03359,3,5,2,2,3,26,2021-12-25 12:15:00+01:00,26,0
03,03360,2,6,3,2,4,72,2021-12-25 12:15:00+01:00,72,4
03,03361,2,3,0,2,0,15,2021-12-25 12:15:00+01:00,15,0
03,03401,1,2,0,1,0,16,2021-12-25 12:15:00+01:00,16,0
03,03402,1,1,1,1,8,11,2021-12-25 12:15:00+01:00,11,8
03,03403,6,9,6,3,16,92,2021-12-25 12:15:00+01:00,78,8
03,03404,5,13,10,4,15,105,2021-12-25 12:15:00+01:00,90,14
03,03405,2,2,2,1,11,17,2021-12-25 12:15:00+01:00,16,4
03,03451,3,2,2,2,7,25,2021-12-25 12:15:00+01:00,25,7
03,03452,4,1,0,3,13,24,2021-12-25 12:15:00+01:00,20,9
03,03453,3,2,1,3,9,15,2021-12-25 12:15:00+01:00,15,9
03,03454,10,9,5,6,22,66,2021-12-25 12:15:00+01:00,47,18
03,03455,2,4,1,2,3,28,2021-12-25 12:15:00+01:00,28,3
03,03456,1,4,3,1,6,21,2021-12-25 12:15:00+01:00,21,6
03,03457,6,2,2,4,9,20,2021-12-25 12:15:00+01:00,18,6
03,03458,1,0,0,1,5,5,2021-12-25 12:15:00+01:00,5,5
03,03459,7,7,4,6,14,71,2021-12-25 12:15:00+01:00,71,14
03,03460,5,1,1,3,14,20,2021-12-25 12:15:00+01:00,16,10
03,03461,2,2,2,2,1,11,2021-12-25 12:15:00+01:00,11,1
03,03462,1,1,1,1,0,8,2021-12-25 12:15:00+01:00,8,0
04,04011,9,21,18,8,9,123,2021-12-25 12:15:00+01:00,111,5
04,04012,4,3,2,3,12,34,2021-12-25 12:15:00+01:00,30,4
05,05111,14,44,26,11,21,274,2021-12-25 12:15:00+01:00,251,15
05,05112,16,20,11,9,30,152,2021-12-25 12:15:00+01:00,133,22
05,05113,15,34,30,12,45,321,2021-12-25 12:15:00+01:00,305,31
05,05114,7,12,9,4,21,63,2021-12-25 12:15:00+01:00,53,19
05,05116,6,13,11,4,12,77,2021-12-25 12:15:00+01:00,70,12
05,05117,2,8,4,2,3,34,2021-12-25 12:15:00+01:00,34,3
05,05119,6,17,8,4,16,51,2021-12-25 12:15:00+01:00,37,11
05,05120,1,6,2,1,4,24,2021-12-25 12:15:00+01:00,24,4
05,05122,4,13,9,3,11,52,2021-12-25 12:15:00+01:00,50,9
05,05124,7,11,5,5,27,119,2021-12-25 12:15:00+01:00,113,19
05,05154,8,7,4,5,22,38,2021-12-25 12:15:00+01:00,37,15
05,05158,6,10,7,6,7,51,2021-12-25 12:15:00+01:00,51,7
05,05162,7,9,4,5,11,89,2021-12-25 12:15:00+01:00,78,8
05,05166,4,5,2,4,6,28,2021-12-25 12:15:00+01:00,28,6
05,05170,11,16,7,8,30,96,2021-12-25 12:15:00+01:00,92,25
05,05314,18,32,20,11,21,267,2021-12-25 12:15:00+01:00,215,11
05,05315,30,53,34,18,30,359,2021-12-25 12:15:00+01:00,316,13
05,05316,5,7,4,2,11,58,2021-12-25 12:15:00+01:00,46,5
05,05334,13,28,20,7,24,250,2021-12-25 12:15:00+01:00,232,22
05,05358,6,8,5,4,6,55,2021-12-25 12:15:00+01:00,49,5
05,05362,6,7,2,6,7,51,2021-12-25 12:15:00+01:00,51,7
05,05366,3,3,3,3,3,25,2021-12-25 12:15:00+01:00,25,3
05,05370,3,6,4,3,11,29,2021-12-25 12:15:00+01:00,29,11
05,05374,6,9,7,6,15,64,2021-12-25 12:15:00+01:00,64,15
05,05378,4,5,2,4,0,39,2021-12-25 12:15:00+01:00,39,0
05,05382,7,16,7,6,7,75,2021-12-25 12:15:00+01:00,66,4
05,05512,2,4,3,2,7,32,2021-12-25 12:15:00+01:00,32,7
05,05513,7,11,5,4,15,76,2021-12-25 12:15:00+01:00,64,6
05,05515,9,12,11,7,17,190,2021-12-25 12:15:00+01:00,179,9
05,05554,6,6,4,5,22,45,2021-12-25 12:15:00+01:00,45,20
05,05558,5,3,1,3,5,26,2021-12-25 12:15:00+01:00,16,5
05,05562,15,26,15,14,35,189,2021-12-25 12:15:00+01:00,166,26
05,05566,7,10,4,5,32,74,2021-12-25 12:15:00+01:00,61,30
05,05570,6,4,4,5,13,37,2021-12-25 12:15:00+01:00,36,10
05,05711,6,12,8,4,23,121,2021-12-25 12:15:00+01:00,101,15
05,05754,4,11,9,4,4,45,2021-12-25 12:15:00+01:00,45,4
05,05758,5,7,6,3,12,43,2021-12-25 12:15:00+01:00,40,5
05,05762,6,3,0,5,6,29,2021-12-25 12:15:00+01:00,25,6
05,05766,2,22,12,2,2,48,2021-12-25 12:15:00+01:00,48,2
05,05770,9,13,11,6,32,164,2021-12-25 12:15:00+01:00,145,26
05,05774,7,17,15,5,17,69,2021-12-25 12:15:00+01:00,59,12
05,05911,8,16,12,6,30,159,2021-12-25 12:15:00+01:00,140,28
05,05913,9,15,5,9,23,247,2021-12-25 12:15:00+01:00,247,23
05,05914,7,8,5,5,10,72,2021-12-25 12:15:00+01:00,68,5
05,05915,7,13,10,5,24,67,2021-12-25 12:15:00+01:00,56,13
05,05916,4,6,3,4,14,50,2021-12-25 12:15:00+01:00,50,14
05,05954,8,6,2,6,21,107,2021-12-25 12:15:00+01:00,71,14
05,05958,10,11,9,9,16,64,2021-12-25 12:15:00+01:00,63,13
05,05962,10,19,9,8,22,81,2021-12-25 12:15:00+01:00,77,18
05,05966,3,4,3,3,11,17,2021-12-25 12:15:00+01:00,17,11
05,05970,5,5,3,5,15,91,2021-12-25 12:15:00+01:00,91,15
05,05974,9,11,7,7,15,74,2021-12-25 12:15:00+01:00,66,9
05,05978,8,9,5,8,10,83,2021-12-25 12:15:00+01:00,83,10
06,06411,7,10,8,4,21,85,2021-12-25 12:15:00+01:00,54,3
06,06412,17,50,17,12,32,261,2021-12-25 12:15:00+01:00,236,26
06,06413,4,14,6,2,23,83,2021-12-25 12:15:00+01:00,73,21
06,06414,6,20,11,4,13,80,2021-12-25 12:15:00+01:00,72,13
06,06431,5,5,2,5,10,30,2021-12-25 12:15:00+01:00,30,10
06,06432,2,14,8,2,1,25,2021-12-25 12:15:00+01:00,25,1
06,06433,2,10,2,2,0,26,2021-12-25 12:15:00+01:00,26,0
06,06434,2,8,3,2,1,23,2021-12-25 12:15:00+01:00,23,1
06,06435,7,14,6,4,4,75,2021-12-25 12:15:00+01:00,64,2
06,06436,2,4,1,2,5,23,2021-12-25 12:15:00+01:00,23,5
06,06437,2,12,3,2,2,124,2021-12-25 12:15:00+01:00,124,2
06,06438,2,10,4,2,6,15,2021-12-25 12:15:00+01:00,15,6
06,06439,2,3,1,2,3,11,2021-12-25 12:15:00+01:00,11,3
06,06440,5,14,9,5,3,61,2021-12-25 12:15:00+01:00,61,3
06,06531,6,22,19,4,21,181,2021-12-25 12:15:00+01:00,161,19
06,06532,2,3,2,2,4,42,2021-12-25 12:15:00+01:00,42,4
06,06533,3,10,5,3,8,42,2021-12-25 12:15:00+01:00,42,8
06,06534,3,8,5,3,10,125,2021-12-25 12:15:00+01:00,125,10
06,06535,4,2,2,4,7,13,2021-12-25 12:15:00+01:00,13,7
06,06611,6,13,1,6,25,115,2021-12-25 12:15:00+01:00,115,25
06,06631,5,10,4,3,15,74,2021-12-25 12:15:00+01:00,66,12
06,06632,4,10,3,3,21,37,2021-12-25 12:15:00+01:00,35,16
06,06633,4,2,1,4,5,20,2021-12-25 12:15:00+01:00,20,5
06,06634,3,1,0,3,6,21,2021-12-25 12:15:00+01:00,21,6
06,06635,6,6,3,6,13,68,2021-12-25 12:15:00+01:00,68,13
06,06636,3,6,4,3,5,24,2021-12-25 12:15:00+01:00,24,5
07,07111,6,12,6,4,24,89,2021-12-25 12:15:00+01:00,75,19
07,07131,2,3,2,2,3,12,2021-12-25 12:15:00+01:00,12,3
07,07132,2,3,3,2,7,9,2021-12-25 12:15:00+01:00,9,7
07,07133,6,4,1,4,11,35,2021-12-25 12:15:00+01:00,29,3
07,07134,2,3,1,2,4,14,2021-12-25 12:15:00+01:00,14,4
07,07135,2,2,0,2,4,4,2021-12-25 12:15:00+01:00,4,4
07,07137,3,6,2,3,18,20,2021-12-25 12:15:00+01:00,20,18
07,07138,8,8,6,5,17,44,2021-12-25 12:15:00+01:00,36,12
07,07140,2,1,1,2,8,6,2021-12-25 12:15:00+01:00,6,8
07,07141,5,5,4,5,4,26,2021-12-25 12:15:00+01:00,26,4
07,07143,4,4,2,4,9,21,2021-12-25 12:15:00+01:00,21,9
07,07211,6,4,2,3,9,71,2021-12-25 12:15:00+01:00,61,7
07,07231,2,2,1,2,2,20,2021-12-25 12:15:00+01:00,20,2
07,07232,2,1,0,2,3,11,2021-12-25 12:15:00+01:00,11,3
07,07233,2,0,0,2,4,12,2021-12-25 12:15:00+01:00,12,4
07,07235,2,1,1,2,4,6,2021-12-25 12:15:00+01:00,6,4
07,07311,1,4,2,1,2,16,2021-12-25 12:15:00+01:00,16,2
07,07312,3,9,5,1,25,77,2021-12-25 12:15:00+01:00,68,21
07,07313,3,2,0,2,4,15,2021-12-25 12:15:00+01:00,14,1
07,07314,6,22,10,4,15,87,2021-12-25 12:15:00+01:00,74,12
07,07315,3,16,10,2,13,94,2021-12-25 12:15:00+01:00,80,9
07,07316,1,4,4,1,1,14,2021-12-25 12:15:00+01:00,14,1
07,07317,2,3,3,1,2,14,2021-12-25 12:15:00+01:00,12,0
07,07318,3,8,4,2,1,23,2021-12-25 12:15:00+01:00,22,1
07,07319,3,8,4,1,5,45,2021-12-25 12:15:00+01:00,26,2
07,07320,1,0,0,1,3,6,2021-12-25 12:15:00+01:00,6,3
07,07331,1,0,0,1,2,4,2021-12-25 12:15:00+01:00,4,2
07,07332,2,5,2,2,2,11,2021-12-25 12:15:00+01:00,11,2
07,07333,2,2,2,2,3,9,2021-12-25 12:15:00+01:00,9,3
07,07334,2,7,4,2,5,14,2021-12-25 12:15:00+01:00,14,5
07,07335,1,0,0,1,6,4,2021-12-25 12:15:00+01:00,4,6
07,07336,1,2,2,1,4,10,2021-12-25 12:15:00+01:00,10,4
07,07337,2,0,0,2,1,11,2021-12-25 12:15:00+01:00,11,1
07,07339,1,1,0,1,0,9,2021-12-25 12:15:00+01:00,9,0
07,07340,1,1,0,1,5,4,2021-12-25 12:15:00+01:00,4,5
08,08111,12,61,32,10,41,206,2021-12-25 12:15:00+01:00,187,38
08,08115,6,12,6,4,3,49,2021-12-25 12:15:00+01:00,39,1
08,08116,8,23,12,4,14,67,2021-12-25 12:15:00+01:00,59,6
08,08117,4,8,6,2,16,28,2021-12-25 12:15:00+01:00,27,5
08,08118,5,31,11,4,2,82,2021-12-25 12:15:00+01:00,81,1
08,08119,4,15,11,2,19,45,2021-12-25 12:15:00+01:00,40,11
08,08121,3,18,13,1,5,45,2021-12-25 12:15:00+01:00,35,5
08,08125,2,5,3,2,10,48,2021-12-25 12:15:00+01:00,48,10
08,08126,1,3,2,1,1,6,2021-12-25 12:15:00+01:00,6,1
08,08127,4,8,5,2,5,45,2021-12-25 12:15:00+01:00,41,1
08,08128,4,12,7,3,18,40,2021-12-25 12:15:00+01:00,32,10
08,08135,2,3,0,1,4,16,2021-12-25 12:15:00+01:00,14,0
08,08136,8,10,6,4,11,58,2021-12-25 12:15:00+01:00,45,7
08,08211,3,6,3,1,6,16,2021-12-25 12:15:00+01:00,11,1
08,08212,6,20,13,4,10,98,2021-12-25 12:15:00+01:00,87,9
08,08215,3,13,6,3,6,45,2021-12-25 12:15:00+01:00,45,6
08,08216,2,1,0,2,0,10,2021-12-25 12:15:00+01:00,10,0
08,08221,8,41,29,6,12,198,2021-12-25 12:15:00+01:00,170,4
08,08222,6,43,31,3,8,119,2021-12-25 12:15:00+01:00,103,1
08,08225,3,4,2,3,5,18,2021-12-25 12:15:00+01:00,18,5
08,08226,4,6,4,4,1,36,2021-12-25 12:15:00+01:00,36,1
08,08231,4,16,6,2,12,51,2021-12-25 12:15:00+01:00,44,8
08,08235,3,5,3,3,6,17,2021-12-25 12:15:00+01:00,17,6
08,08236,2,2,0,2,5,8,2021-12-25 12:15:00+01:00,8,5
08,08237,1,4,2,1,0,12,2021-12-25 12:15:00+01:00,12,0
08,08311,7,34,27,4,43,159,2021-12-25 12:15:00+01:00,135,31
08,08315,3,1,0,3,5,24,2021-12-25 12:15:00+01:00,24,5
08,08316,4,6,1,4,3,99,2021-12-25 12:15:00+01:00,99,3
08,08317,8,21,6,6,21,65,2021-12-25 12:15:00+01:00,57,14
08,08325,2,7,5,2,3,10,2021-12-25 12:15:00+01:00,10,3
08,08326,6,22,5,2,5,57,2021-12-25 12:15:00+01:00,47,3
08,08327,1,6,3,1,2,10,2021-12-25 12:15:00+01:00,10,2
08,08335,10,15,6,6,27,63,2021-12-25 12:15:00+01:00,48,23
08,08336,2,4,1,2,4,30,2021-12-25 12:15:00+01:00,14,4
08,08337,1,5,3,1,1,9,2021-12-25 12:15:00+01:00,9,1
08,08415,3,9,8,1,10,32,2021-12-25 12:15:00+01:00,18,0
08,08416,5,26,23,2,8,96,2021-12-25 12:15:00+01:00,70,5
08,08417,2,10,3,2,3,21,2021-12-25 12:15:00+01:00,21,3
08,08421,5,22,16,4,17,108,2021-12-25 12:15:00+01:00,90,15
08,08425,2,3,2,2,3,13,2021-12-25 12:15:00+01:00,13,3
08,08426,1,4,1,1,0,15,2021-12-25 12:15:00+01:00,15,0
08,08435,5,7,7,3,23,30,2021-12-25 12:15:00+01:00,29,20
08,08436,6,16,5,4,17,47,2021-12-25 12:15:00+01:00,44,8
08,08437,2,5,1,2,4,6,2021-12-25 12:15:00+01:00,6,4
09,09161,1,10,7,1,12,37,2021-12-25 12:15:00+01:00,37,12
09,09162,35,116,78,24,48,500,2021-12-25 12:15:00+01:00,438,29
09,09163,3,6,3,1,9,35,2021-12-25 12:15:00+01:00,28,2
09,09171,3,7,6,2,2,25,2021-12-25 12:15:00+01:00,18,2
09,09172,3,4,3,3,6,13,2021-12-25 12:15:00+01:00,13,6
09,09173,2,10,4,2,7,24,2021-12-25 12:15:00+01:00,24,7
09,09174,1,8,3,1,0,28,2021-12-25 12:15:00+01:00,28,0
09,09175,1,3,3,1,7,13,2021-12-25 12:15:00+01:00,13,7
09,09176,3,14,8,3,6,40,2021-12-25 12:15:00+01:00,40,6
09,09177,1,3,1,1,1,17,2021-12-25 12:15:00+01:00,17,1
09,09178,1,4,3,1,2,13,2021-12-25 12:15:00+01:00,13,2
09,09179,1,2,2,1,2,8,2021-12-25 12:15:00+01:00,8,2
09,09180,4,13,6,2,6,54,2021-12-25 12:15:00+01:00,50,3
09,09181,2,4,1,1,5,8,2021-12-25 12:15:00+01:00,8,2
09,09182,1,4,3,1,5,19,2021-12-25 12:15:00+01:00,19,5
09,09183,1,3,3,1,1,14,2021-12-25 12:15:00+01:00,14,1
09,09184,2,1,1,2,0,6,2021-12-25 12:15:00+01:00,6,0
09,09185,4,5,3,2,10,25,2021-12-25 12:15:00+01:00,12,3
09,09186,1,1,1,1,2,6,2021-12-25 12:15:00+01:00,6,2
09,09187,5,19,14,5,9,55,2021-12-25 12:15:00+01:00,55,9
09,09188,6,8,5,5,1,42,2021-12-25 12:15:00+01:00,41,0
09,09189,3,13,11,2,9,44,2021-12-25 12:15:00+01:00,35,5
09,09190,3,4,1,3,8,15,2021-12-25 12:15:00+01:00,15,8
09,09261,5,6,6,3,6,51,2021-12-25 12:15:00+01:00,36,1
09,09262,4,10,3,2,9,37,2021-12-25 12:15:00+01:00,29,3
09,09263,1,5,1,1,5,22,2021-12-25 12:15:00+01:00,22,5
09,09271,2,12,9,2,13,21,2021-12-25 12:15:00+01:00,21,13
09,09272,2,4,3,2,4,14,2021-12-25 12:15:00+01:00,14,4
09,09273,3,5,0,3,6,8,2021-12-25 12:15:00+01:00,8,6
09,09274,1,2,2,1,1,5,2021-12-25 12:15:00+01:00,5,1
09,09275,2,4,2,2,9,16,2021-12-25 12:15:00+01:00,16,9
09,09276,2,3,2,2,3,11,2021-12-25 12:15:00+01:00,11,3
09,09277,2,3,1,2,4,12,2021-12-25 12:15:00+01:00,12,4
09,09278,2,8,6,2,2,10,2021-12-25 12:15:00+01:00,10,2
09,09279,2,0,0,2,0,12,2021-12-25 12:15:00+01:00,12,0
09,09361,3,8,3,1,12,33,2021-12-25 12:15:00+01:00,26,8
09,09362,7,49,36,4,39,172,2021-12-25 12:15:00+01:00,157,27
09,09363,3,11,7,1,12,42,2021-12-25 12:15:00+01:00,40,4
09,09371,1,6,4,1,4,10,2021-12-25 12:15:00+01:00,10,4
09,09372,1,5,4,1,0,9,2021-12-25 12:15:00+01:00,9,0
09,09373,1,6,4,1,3,19,2021-12-25 12:15:00+01:00,19,3
09,09375,2,4,4,2,0,10,2021-12-25 12:15:00+01:00,10,0
09,09376,4,6,4,4,6,20,2021-12-25 12:15:00+01:00,20,6
09,09377,2,3,2,2,0,12,2021-12-25 12:15:00+01:00,12,0
09,09461,4,9,5,1,11,42,2021-12-25 12:15:00+01:00,28,5
09,09462,7,7,5,2,5,54,2021-12-25 12:15:00+01:00,49,2
09,09463,3,8,6,1,10,33,2021-12-25 12:15:00+01:00,28,6
09,09464,3,6,2,1,7,27,2021-12-25 12:15:00+01:00,24,4
09,09471,2,1,0,2,10,6,2021-12-25 12:15:00+01:00,6,10
09,09472,1,0,0,1,4,2,2021-12-25 12:15:00+01:00,2,4
09,09474,2,1,1,2,5,9,2021-12-25 12:15:00+01:00,9,5
09,09475,2,2,1,2,8,9,2021-12-25 12:15:00+01:00,9,8
09,09476,1,6,3,1,3,11,2021-12-25 12:15:00+01:00,11,3
09,09477,1,3,0,1,3,24,2021-12-25 12:15:00+01:00,24,3
09,09478,3,5,5,3,4,34,2021-12-25 12:15:00+01:00,34,4
09,09479,2,3,0,2,8,10,2021-12-25 12:15:00+01:00,10,8
09,09561,2,6,4,2,9,16,2021-12-25 12:15:00+01:00,16,9
09,09562,5,30,25,3,10,108,2021-12-25 12:15:00+01:00,97,5
09,09563,3,6,2,1,8,37,2021-12-25 12:15:00+01:00,35,1
09,09564,12,42,28,6,40,154,2021-12-25 12:15:00+01:00,135,21
09,09565,1,2,0,1,0,4,2021-12-25 12:15:00+01:00,4,0
09,09571,3,2,2,3,4,16,2021-12-25 12:15:00+01:00,16,4
09,09572,1,2,2,1,1,2,2021-12-25 12:15:00+01:00,2,1
09,09574,3,7,3,3,0,19,2021-12-25 12:15:00+01:00,19,0
09,09575,2,3,1,2,1,32,2021-12-25 12:15:00+01:00,32,1
09,09576,1,1,0,1,1,6,2021-12-25 12:15:00+01:00,6,1
09,09577,2,3,2,2,5,11,2021-12-25 12:15:00+01:00,11,5
09,09661,3,12,6,1,5,49,2021-12-25 12:15:00+01:00,37,5
09,09662,4,17,9,2,9,54,2021-12-25 12:15:00+01:00,42,7
09,09663,5,12,7,3,41,89,2021-12-25 12:15:00+01:00,89,37
09,09671,1,2,1,1,2,5,2021-12-25 12:15:00+01:00,5,2
09,09672,4,6,3,4,3,30,2021-12-25 12:15:00+01:00,30,3
09,09673,1,15,6,1,28,110,2021-12-25 12:15:00+01:00,110,28
09,09674,2,1,0,2,3,3,2021-12-25 12:15:00+01:00,3,3
09,09675,1,1,0,1,2,4,2021-12-25 12:15:00+01:00,4,2
09,09676,1,1,1,1,0,8,2021-12-25 12:15:00+01:00,8,0
09,09677,1,4,3,1,1,6,2021-12-25 12:15:00+01:00,6,1
09,09678,2,2,1,2,2,4,2021-12-25 12:15:00+01:00,4,2
09,09679,1,1,1,1,2,7,2021-12-25 12:15:00+01:00,7,2
09,09761,6,25,14,3,22,122,2021-12-25 12:15:00+01:00,84,10
09,09762,1,6,3,1,5,15,2021-12-25 12:15:00+01:00,15,5
09,09763,3,7,6,1,6,38,2021-12-25 12:15:00+01:00,23,3
09,09764,3,8,6,1,3,25,2021-12-25 12:15:00+01:00,18,2
09,09771,2,6,2,2,0,15,2021-12-25 12:15:00+01:00,15,0
09,09772,2,3,3,2,3,10,2021-12-25 12:15:00+01:00,10,3
09,09773,2,5,3,2,5,9,2021-12-25 12:15:00+01:00,9,5
09,09774,4,11,5,4,10,42,2021-12-25 12:15:00+01:00,42,10
09,09775,2,6,3,2,7,15,2021-12-25 12:15:00+01:00,15,7
09,09776,2,1,0,2,6,6,2021-12-25 12:15:00+01:00,6,6
09,09777,3,6,3,3,5,10,2021-12-25 12:15:00+01:00,10,5
09,09778,2,5,2,2,2,13,2021-12-25 12:15:00+01:00,13,2
09,09779,3,8,5,3,3,22,2021-12-25 12:15:00+01:00,22,3
09,09780,2,4,2,2,3,9,2021-12-25 12:15:00+01:00,9,3
10,10041,9,33,8,7,28,147,2021-12-25 12:15:00+01:00,136,23
10,10042,1,1,0,1,4,8,2021-12-25 12:15:00+01:00,8,4
10,10043,4,4,3,2,7,29,2021-12-25 12:15:00+01:00,25,1
10,10044,4,12,11,3,20,40,2021-12-25 12:15:00+01:00,33,14
10,10045,4,21,12,2,24,133,2021-12-25 12:15:00+01:00,122,19
10,10046,1,3,2,1,5,9,2021-12-25 12:15:00+01:00,9,5
11,11000,68,213,155,41,149,1015,2021-12-25 12:15:00+01:00,909,124
12,12051,4,9,3,3,19,46,2021-12-25 12:15:00+01:00,41,8
12,12052,3,23,12,2,11,74,2021-12-25 12:15:00+01:00,67,6
12,12053,1,7,3,1,4,10,2021-12-25 12:15:00+01:00,10,4
12,12054,6,15,9,4,11,55,2021-12-25 12:15:00+01:00,39,5
12,12060,2,11,4,2,5,61,2021-12-25 12:15:00+01:00,61,5
12,12061,5,11,8,5,4,31,2021-12-25 12:15:00+01:00,31,4
12,12062,3,4,0,3,6,12,2021-12-25 12:15:00+01:00,12,6
12,12063,4,2,1,2,8,13,2021-12-25 12:15:00+01:00,13,4
12,12064,3,8,7,3,6,17,2021-12-25 12:15:00+01:00,17,6
12,12065,5,8,3,5,14,25,2021-12-25 12:15:00+01:00,25,14
12,12066,1,6,0,1,0,17,2021-12-25 12:15:00+01:00,17,0
12,12067,3,27,14,3,15,59,2021-12-25 12:15:00+01:00,59,15
12,12068,3,4,2,3,10,38,2021-12-25 12:15:00+01:00,38,10
12,12069,3,12,6,3,7,59,2021-12-25 12:15:00+01:00,59,7
12,12070,2,5,4,2,7,7,2021-12-25 12:15:00+01:00,7,7
12,12071,3,6,2,3,5,13,2021-12-25 12:15:00+01:00,13,5
12,12072,2,3,0,2,4,10,2021-12-25 12:15:00+01:00,10,4
12,12073,4,7,2,4,7,21,2021-12-25 12:15:00+01:00,21,7
13,13003,4,18,14,2,32,84,2021-12-25 12:15:00+01:00,75,17
13,13004,3,5,3,1,14,58,2021-12-25 12:15:00+01:00,50,2
13,13071,7,20,5,5,12,72,2021-12-25 12:15:00+01:00,63,8
13,13072,6,9,5,4,10,36,2021-12-25 12:15:00+01:00,36,10
13,13073,4,15,12,4,11,46,2021-12-25 12:15:00+01:00,46,11
13,13074,2,0,0,2,7,10,2021-12-25 12:15:00+01:00,10,7
13,13075,9,21,8,7,37,135,2021-12-25 12:15:00+01:00,123,29
13,13076,6,8,3,6,17,65,2021-12-25 12:15:00+01:00,65,17
14,14511,7,41,29,3,26,143,2021-12-25 12:15:00+01:00,129,14
14,14521,7,41,30,6,19,72,2021-12-25 12:15:00+01:00,70,17
14,14522,5,28,18,5,9,40,2021-12-25 12:15:00+01:00,40,9
14,14523,6,24,18,5,22,49,2021-12-25 12:15:00+01:00,49,18
14,14524,6,35,27,5,19,82,2021-12-25 12:15:00+01:00,80,19
14,14612,17,87,54,6,51,228,2021-12-25 12:15:00+01:00,205,44
14,14625,7,32,19,6,17,50,2021-12-25 12:15:00+01:00,50,17
14,14626,7,23,12,6,14,50,2021-12-25 12:15:00+01:00,45,13
14,14627,5,35,22,5,11,53,2021-12-25 12:15:00+01:00,53,11
14,14628,6,83,12,6,8,111,2021-12-25 12:15:00+01:00,111,8
14,14713,11,58,40,7,73,272,2021-12-25 12:15:00+01:00,245,48
14,14729,4,11,7,3,15,43,2021-12-25 12:15:00+01:00,37,13
14,14730,8,11,8,8,17,38,2021-12-25 12:15:00+01:00,38,17
15,15001,3,5,4,1,12,22,2021-12-25 12:15:00+01:00,19,3
15,15002,10,38,25,5,50,224,2021-12-25 12:15:00+01:00,209,36
